"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2011,"Exports","Armenia",707,216,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Rep. of Moldova",707,23939,"CIS, excluding Belarus and Kazakhstan"
2011,"Re-exports","Rep. of Moldova",707,23939,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Rep. of Moldova",707,9998,"CIS, excluding Belarus and Kazakhstan"
2011,"Re-exports","Rep. of Moldova",707,9998,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Rep. of Moldova",707,28318,"CIS, excluding Belarus and Kazakhstan"
2011,"Re-exports","Rep. of Moldova",707,28318,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Rep. of Moldova",707,12000,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Rep. of Moldova",707,2294,"CIS, excluding Belarus and Kazakhstan"
2011,"Re-exports","Rep. of Moldova",707,2294,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Ukraine",707,26420,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Ukraine",707,37739,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Ukraine",707,21929,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Kyrgyzstan",707,33566,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Ukraine",707,32572,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Ukraine",707,846,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",707,35804,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",707,1266,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",707,35804,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,4438,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",707,1266,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,4899,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,4746,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,6317,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,2339,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,6403,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",707,99892,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,2558,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",707,99892,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",707,51977,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Rep. of Moldova",707,85964,"CIS, excluding Belarus and Kazakhstan"
2013,"Re-exports","Rep. of Moldova",707,72205,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Rep. of Moldova",707,1849,"CIS, excluding Belarus and Kazakhstan"
2013,"Re-exports","Rep. of Moldova",707,1849,"CIS, excluding Belarus and Kazakhstan"
2013,"Re-exports","Rep. of Moldova",707,85964,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Rep. of Moldova",707,71125,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Rep. of Moldova",707,72205,"CIS, excluding Belarus and Kazakhstan"
2013,"Re-exports","Rep. of Moldova",707,71125,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",707,44891,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",707,75016,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",707,73865,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",707,241,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,78231,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",707,7986,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",707,2640,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,8318,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,29218,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,2096,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,27897,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",707,594,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",707,3347,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,24808,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",707,6508,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",707,66471,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",707,38171,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",707,3420,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",707,5591,"CIS, excluding Belarus and Kazakhstan"
2014,"Re-exports","Rep. of Moldova",707,5591,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",707,689,"CIS, excluding Belarus and Kazakhstan"
2014,"Re-exports","Rep. of Moldova",707,689,"CIS, excluding Belarus and Kazakhstan"
2014,"Re-exports","Rep. of Moldova",707,3420,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,11515,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,7029,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,13038,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,15692,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,7938,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,49407,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,10894,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,330,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,9761,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,1578,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,74516,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",707,1412,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,1663,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,8871,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,6493,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",707,12603,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",707,36,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Rep. of Moldova",707,32,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Ukraine",707,88,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Ukraine",707,91,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",707,57983,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",707,2180,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",707,47,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",707,91039,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",707,42398,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Kyrgyzstan",707,462,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Rep. of Moldova",707,21,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,7,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,7,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,12,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,23,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,16,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,88,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,48,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,19,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,61,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Ukraine",707,5,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Azerbaijan",707,25773,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,22847,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,14,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Azerbaijan",707,91290,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,2247,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,52627,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,21864,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,14,"CIS, excluding Belarus and Kazakhstan"
2016,"Imports","Armenia",707,40260,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,6743,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,85659,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Azerbaijan",707,20297,"CIS, excluding Belarus and Kazakhstan"
2016,"Exports","Armenia",707,10,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,168,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,11,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,34,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,43,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,161,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,14,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,44,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,18,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Ukraine",707,12,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,45362,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,72509,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,24706,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,75044,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,53392,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,46554,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,53655,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,87840,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,61943,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,34983,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Armenia",707,1111,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,97140,"CIS, excluding Belarus and Kazakhstan"
2017,"Exports","Azerbaijan",707,26103,"CIS, excluding Belarus and Kazakhstan"
2017,"Imports","Kyrgyzstan",707,18230,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,33,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,105,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,9,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,19,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,8,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,59,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,28,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,24,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,19,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Ukraine",707,26,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",707,81913,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Azerbaijan",707,45119,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Azerbaijan",707,95131,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",707,83136,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",707,28275,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Armenia",707,2183,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Azerbaijan",707,58579,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Armenia",707,59505,"CIS, excluding Belarus and Kazakhstan"
2018,"Imports","Kyrgyzstan",707,16740,"CIS, excluding Belarus and Kazakhstan"
2018,"Exports","Kyrgyzstan",707,54869,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Ukraine",707,28,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Ukraine",707,4,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Ukraine",707,8,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Ukraine",707,16,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Kyrgyzstan",707,41860,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",707,27974,"CIS, excluding Belarus and Kazakhstan"
2019,"Imports","Kyrgyzstan",707,3768,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Azerbaijan",707,82070,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Azerbaijan",707,78028,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Azerbaijan",707,89280,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Armenia",707,57046,"CIS, excluding Belarus and Kazakhstan"
2019,"Exports","Azerbaijan",707,20167,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,45,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,5,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,44,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,58,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,7,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,9,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,99,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,34,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Ukraine",707,31,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Kyrgyzstan",707,8329,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Kyrgyzstan",707,13,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",707,545,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",707,501,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",707,250,"CIS, excluding Belarus and Kazakhstan"
2020,"Exports","Armenia",707,66501,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Ukraine",708,1000,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Ukraine",708,180,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Ukraine",708,6,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Ukraine",708,4007,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Armenia",708,773,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Armenia",708,818,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Armenia",708,569,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Armenia",708,1979,"CIS, excluding Belarus and Kazakhstan"
2010,"Exports","Armenia",708,581,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Ukraine",708,6055,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Ukraine",708,4,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Kyrgyzstan",708,11488,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Kyrgyzstan",708,11488,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Kyrgyzstan",708,11488,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,812,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,3302,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,925,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,357,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,505,"CIS, excluding Belarus and Kazakhstan"
2011,"Exports","Armenia",708,1041,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Ukraine",708,10,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Ukraine",708,11,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Ukraine",708,73,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",708,7358,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",708,4204,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",708,7358,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",708,4204,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Rep. of Moldova",708,429,"CIS, excluding Belarus and Kazakhstan"
2012,"Re-exports","Rep. of Moldova",708,429,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Kyrgyzstan",708,60800,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Kyrgyzstan",708,60800,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Kyrgyzstan",708,60800,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Kyrgyzstan",708,60800,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Kyrgyzstan",708,60800,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,561,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,772,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,1449,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,467,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,346,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,816,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,496,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,297,"CIS, excluding Belarus and Kazakhstan"
2012,"Exports","Armenia",708,17,"CIS, excluding Belarus and Kazakhstan"
2013,"Re-exports","Rep. of Moldova",708,2862,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Rep. of Moldova",708,2862,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,332,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,661,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,819,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,10,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,29,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,5750,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,299,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Ukraine",708,16,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,419,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,758,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,2105,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,1570,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,1573,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",708,19033,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,1323,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",708,74059,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Azerbaijan",708,1795,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Armenia",708,1417,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2013,"Exports","Kyrgyzstan",708,87040,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",708,21,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",708,6,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",708,93,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",708,29,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Ukraine",708,336,"CIS, excluding Belarus and Kazakhstan"
2014,"Re-exports","Rep. of Moldova",708,3420,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Rep. of Moldova",708,3420,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,11480,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,39875,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,516,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,2101,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,1525,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,24799,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,3463,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,8668,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,656,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,5134,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,1987,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,341,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,1542,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,2722,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Azerbaijan",708,3745,"CIS, excluding Belarus and Kazakhstan"
2014,"Exports","Armenia",708,3037,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",708,4018,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,2022,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",708,4704,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",708,5311,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",708,3146,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,2880,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,1452,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",708,4858,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",708,3526,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,695,"CIS, excluding Belarus and Kazakhstan"
2015,"Imports","Armenia",708,8569,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,1211,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,457,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",708,3309,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",708,50339,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,1540,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Azerbaijan",708,12124,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,1908,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,1920,"CIS, excluding Belarus and Kazakhstan"
2015,"Exports","Armenia",708,2835,"CIS, excluding Belarus and Kazakhstan"
